,CrashId,Fatal Case Status,lat,lon,DOT Case Number,Date Of Crash,Time of Crash,Crash Severity,Crash Severity Text Format,Most Severe Injury,Most Severe Injury Text Format,Number Of Motor Vehicles,Route Class Text Format,Milemarker,Road Number,Road Description,Roadway Name,Intersecting Roadway Name,Landmark Description,Distance From Nearest Landmark,Unit Of Measure From Nearest Landmark,Direction From Nearest Landmark,Weather Condition,Weather Condition Text Format,Light Condition,Light Condition Text Format,Road Surface Condition,Road Surface Condition Text Format,Average Daily Traffic,Trafficway Class Text Format,full_date
2000,505116,1,41.382516,-72.909683,3023570,1/14/19,17:15:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,8.4,10,CT-10,10-N,,WESTMINISTER STREET,1,TenthsofMile,E,1,Clear,4,Dark-Lighted,1,Dry,18300,"Trafficway, On Road",1/14/19 17:15
519,521821,1,41.356022,-72.927982,3040270,1/15/19,2:37:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),1,State,6.29,10,CT-10,10-N,SAINT JAMES ST,,,,,1,Clear,4,Dark-Lighted,1,Dry,27400,"Trafficway, On Road",1/15/19 2:37
3975,513503,1,41.379032,-72.903622,3031954,1/15/19,7:54:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.6,15,15-S,15-S,,EXIT 61,100,Feet,S,1,Clear,1,Daylight,1,Dry,68000,"Trafficway, On Road",1/15/19 7:54
4034,511353,1,41.37811,-72.905313,3029806,1/15/19,7:54:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.46,15,15-S,15-S,,EXIT 61,25,Feet,S,1,Clear,1,Daylight,1,Dry,66400,"Trafficway, On Road",1/15/19 7:54
8628,503043,1,41.371762,-72.908096,3021499,1/15/19,9:45:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.1,494,SKIFF ST,SKIFF ST,,Whitney Avenue,1,TenthsofMile,W,1,Clear,1,Daylight,1,Dry,24500,"Trafficway, On Road",1/15/19 9:45
5181,505411,1,41.370881,-72.906446,3023865,1/15/19,21:56:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,2.72,707,WHITNEY AV,707-N,,Skiff Street,50,Feet,S,1,Clear,4,Dark-Lighted,1,Dry,13300,"Trafficway, On Road",1/15/19 21:56
4808,505790,1,41.357627,-72.890132,3024244,1/16/19,16:06:00,O,Property Damage Only,O,No Apparent Injury (O),2,USRoute,3.18,5,US-5,5-N,,DANIEL ROAD,1,TenthsofMile,N,1,Clear,1,Daylight,1,Dry,9400,"Trafficway, On Road",1/16/19 16:06
2324,503485,1,41.384451,-72.901558,3021939,1/16/19,16:48:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,8.88,10,CT-10,10-N,SCHOOL ST,,,,,1,Clear,1,Daylight,1,Dry,16400,"Trafficway, On Road",1/16/19 16:48
9169,510727,1,41.341086,-72.936179,3029180,1/16/19,23:23:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.1,579,WHITING ST,WHITING ST,,Dixwelll Ave,290,Feet,W,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",1/16/19 23:23
6080,503806,1,41.365174,-72.934322,3022260,1/17/19,7:59:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.3,93,CHERRY HILL RD,CHERRY HILL RD,,Benham Street,75,Feet,S,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",1/17/19 7:59
5357,506771,1,41.336606,-72.911533,3025225,1/17/19,8:11:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.26,707,WHITNEY AV,707-N,ARMORY ST,,,,,1,Clear,1,Daylight,1,Dry,11200,"Trafficway, On Road",1/17/19 8:11
2476,507690,1,41.338353,-72.940438,3026143,1/17/19,9:43:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,4.73,10,CT-10,10-N,,FAIRVIEW AVE,200,Feet,E,1,Clear,1,Daylight,1,Dry,12400,"Trafficway, On Road",1/17/19 9:43
1999,503807,1,41.382965,-72.9078,3022261,1/17/19,13:18:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,8.49,10,CT-10,10-N,EVERGREEN AV,Evergreen Ave,10,Feet,E,1,Clear,1,Daylight,1,Dry,18300,"Trafficway, On Road",1/17/19 13:18
891,503808,1,41.404739,-72.898656,3022262,1/17/19,13:29:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,State,10.33,10,CT-10,10-N,,Ives Street,375,Feet,N,1,Clear,1,Daylight,1,Dry,25200,"Trafficway, On Road",1/17/19 13:29
1376,505412,1,41.352828,-72.930505,3023866,1/17/19,15:43:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,6.04,10,CT-10,10-N,CHURCH ST,,,,,1,Clear,1,Daylight,1,Dry,23300,"Trafficway, On Road",1/17/19 15:43
1378,510279,1,41.352447,-72.930688,3028732,1/17/19,16:01:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,6.01,10,CT-10,10-N,,Church Street,100,Feet,S,1,Clear,1,Daylight,1,Dry,23300,"Trafficway, On Road",1/17/19 16:01
3348,504926,1,41.380625,-72.900769,3023380,1/17/19,17:21:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.76,15,15-N,15-N,Route 15,,,,,1,Clear,5,Dark-Not Lighted,1,Dry,63800,"Trafficway, On Road",1/17/19 17:21
7292,512668,1,41.402418,-72.930315,3031121,1/18/19,0:31:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.06,731,LAURA RD NO 2,LAURA RD NO 2,,Paradise Ave,330,Feet,E,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, Not on Road",1/18/19 0:31
7223,506772,1,41.380018,-72.92453,3025226,1/18/19,7:13:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.28,273,HOWARD DR,HOWARD DR,,howard ave,50,Feet,N,7,Snow,1,Daylight,5,Ice / Frost,2900,"Trafficway, On Road",1/18/19 7:13
6000,503835,1,41.396339,-72.899975,3022289,1/18/19,9:45:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.21,59,BRIARCLIFF RD,BRIARCLIFF RD,,PELHAM AVE,85,Feet,E,99,Unknown,99,Unknown,99,Unknown,,"Trafficway, On Road",1/18/19 9:45
9073,505791,1,41.352149,-72.948756,3024245,1/19/19,4:02:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,Local,0.3,571,WEST SIDE DR,WEST SIDE DR,,Pleasant Drive,150,Feet,W,1,Clear,4,Dark-Lighted,1,Dry,,"Trafficway, On Road",1/19/19 4:02
6425,516165,1,41.337989,-72.935248,3034616,1/19/19,14:45:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.18,142,DIXWELL AV,DIXWELL AV NO 1,,10-N,75,Feet,S,1,Clear,1,Daylight,1,Dry,15600,"Trafficway, On Road",1/19/19 14:45
512,505446,1,41.356248,-72.927902,3023900,1/19/19,18:07:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,6.31,10,CT-10,10-N,FOCH ST,,,,,1,Clear,4,Dark-Lighted,1,Dry,27400,"Trafficway, On Road",1/19/19 18:07
5787,506773,1,41.365855,-72.93604,3025227,1/19/19,22:50:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.68,42,BENHAM ST,BENHAM ST,,CHERRY HILL RD,1,TenthsofMile,W,7,Snow,4,Dark-Lighted,3,Snow,12800,"Trafficway, On Road",1/19/19 22:50
4566,516166,1,41.403323,-72.89417,3034617,1/19/19,22:53:00,O,Property Damage Only,O,No Apparent Injury (O),1,State,0.21,22,CT-22,22-E,Ives St,,,,,7,Snow,4,Dark-Lighted,3,Snow,4200,Unknown,1/19/19 22:53
7182,505792,1,41.342813,-72.946343,3024246,1/20/19,0:58:00,A,"Injury of any type (Serious, Minor, Possible)",A,Suspected Serious Injury (A),1,Local,0.04,607,HIGH TOP CIR,HIGH TOP CIR,,Pine Rock,200,Feet,W,7,Snow,4,Dark-Lighted,3,Snow,,"Trafficway, Not on Road",1/20/19 0:58
5786,506000,1,41.365987,-72.936212,3024454,1/20/19,8:55:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),1,Local,0.68,42,BENHAM ST,BENHAM ST,,Denslow Hill Road,100,Feet,E,6,Freezing Rain or Freezing Drizzle,1,Daylight,5,Ice / Frost,12800,"Trafficway, On Road",1/20/19 8:55
7542,507560,1,41.337677,-72.931548,3026013,1/20/19,10:52:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.19,370,MORSE ST,MORSE ST,,St Mary St,120,Feet,E,6,Freezing Rain or Freezing Drizzle,1,Daylight,5,Ice / Frost,3200,"Trafficway, On Road",1/20/19 10:52
1377,505541,1,41.352055,-72.930859,3023995,1/20/19,20:19:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,5.97,10,CT-10,10-N,OREGON AV,,,,,1,Clear,4,Dark-Lighted,1,Dry,23300,"Trafficway, On Road",1/20/19 20:19
5487,505542,1,41.383456,-72.901622,3023996,1/21/19,0:36:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.01,717,DIXWELL AV,717-E,,WHITNEY AVE,79,Feet,E,1,Clear,4,Dark-Lighted,5,Ice / Frost,15600,"Trafficway, On Road",1/21/19 0:36
3366,511377,1,41.365721,-72.923341,3029830,1/21/19,14:29:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,50.13,15,15-N,15-N,,EXIT 60,1,TenthsofMile,N,1,Clear,1,Daylight,1,Dry,61200,"Trafficway, On Road",1/21/19 14:29
7205,505543,1,41.421409,-72.890053,3023997,1/21/19,20:39:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.11,268,HOGAN RD,HOGAN RD,,Mt Carmel Avenue,1,TenthsofMile,S,1,Clear,4,Dark-Lighted,5,Ice / Frost,,"Trafficway, On Road",1/21/19 20:39
8629,505793,1,41.373115,-72.912285,3024247,1/22/19,7:32:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.34,494,SKIFF ST,SKIFF ST,,10-N,1070,Feet,E,1,Clear,1,Daylight,1,Dry,24500,"Trafficway, On Road",1/22/19 7:32
6557,506774,1,41.333171,-72.911535,3025228,1/22/19,8:05:00,O,Property Damage Only,O,No Apparent Injury (O),2,,,,EAST ROCK PARK RD,EAST ROCK PARK RD,,Whitney Av,300,Feet,E,1,Clear,1,Daylight,5,Ice / Frost,,"Trafficway, On Road",1/22/19 8:05
6377,505794,1,41.402786,-72.899629,3024248,1/22/19,12:05:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.17,140,DICKERMAN ST,DICKERMAN ST,,VILLA RD,50,Feet,E,1,Clear,1,Daylight,97,Other,,"Trafficway, On Road",1/22/19 12:05
9244,505795,1,41.345533,-72.940774,3024249,1/22/19,14:47:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),3,Local,1.36,598,WOODIN ST,WOODIN ST,FAIRVIEW AV,,,,,1,Clear,1,Daylight,1,Dry,5500,"Trafficway, On Road",1/22/19 14:47
5627,506775,1,41.375659,-72.915858,3025229,1/22/19,16:19:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.1,753,CT-10,753-S,,SKIFF ST,380,Feet,N,1,Clear,1,Daylight,1,Dry,13900,"Trafficway, On Road",1/22/19 16:19
6887,505796,1,41.334467,-72.921763,3024250,1/22/19,16:49:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.1,222,GOODRICH ST,GOODRICH ST,,Homelands Terr.,100,Feet,W,1,Clear,4,Dark-Lighted,5,Ice / Frost,3200,"Trafficway, On Road",1/22/19 16:49
893,506001,1,41.413861,-72.902052,3024455,1/22/19,17:13:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,10.99,10,CT-10,10-N,SHERMAN AV NO 2,,,,N,1,Clear,4,Dark-Lighted,1,Dry,25200,"Trafficway, On Road",1/22/19 17:13
5626,505797,1,41.375217,-72.91599,3024251,1/22/19,18:43:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.13,753,CT-10,753-S,,SKIFF ST EXT,200,Feet,N,1,Clear,4,Dark-Lighted,1,Dry,13900,"Trafficway, On Road",1/22/19 18:43
8565,505798,1,41.39146,-72.920599,3024252,1/23/19,7:02:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,Local,0.1,491,SHERMAN AV,SHERMAN AV NO 1,SHERMAN LA,,,,,1,Clear,1,Daylight,1,Dry,5700,"Trafficway, On Road",1/23/19 7:02
8395,510280,1,41.376631,-72.915448,3028733,1/23/19,7:07:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0,489,SHEPARD AV,SHEPARD AV,,dixwell avenue,100,Feet,N,1,Clear,1,Daylight,1,Dry,1400,"Trafficway, On Road",1/23/19 7:07
514,506776,1,41.359004,-72.925783,3025230,1/23/19,21:57:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,6.53,10,CT-10,10-N,MATHER ST,,,,,1,Clear,4,Dark-Lighted,1,Dry,27400,"Trafficway, On Road",1/23/19 21:57
6871,506002,1,41.358637,-72.909697,3024456,1/24/19,8:14:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.01,214,GILLIES RD,GILLIES RD,,WHITNEY AVE,39,Feet,E,4,Rain,1,Daylight,2,Wet,1300,"Trafficway, On Road",1/24/19 8:14
3277,512052,1,41.37908,-72.903368,3030505,1/24/19,11:40:00,O,Property Damage Only,O,No Apparent Injury (O),1,State,51.6,15,15-N,15-N,,Exit 61,1,TenthsofMile,S,4,Rain,1,Daylight,2,Wet,68000,"Trafficway, On Road",1/24/19 11:40
3278,512266,1,41.37908,-72.903341,3030719,1/24/19,12:13:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.6,15,15-N,15-N,,EXIT 61,1,TenthsofMile,S,4,Rain,1,Daylight,2,Wet,68000,"Trafficway, On Road",1/24/19 12:13
7302,511777,1,41.352795,-72.922934,3030230,1/24/19,14:56:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.9,317,LEEDER HILL DR,LEEDER HILL DR,TREADWELL ST,,,,,4,Rain,1,Daylight,2,Wet,3600,"Trafficway, On Road",1/24/19 14:56
513,505799,1,41.354789,-72.929001,3024253,1/24/19,16:24:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,6.19,10,CT-10,10-N,,TREADWELL STREET,330,Feet,N,2,Cloudy,1,Daylight,2,Wet,27400,"Trafficway, On Road",1/24/19 16:24
9245,507561,1,41.346169,-72.945392,3026014,1/24/19,17:40:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,1.12,598,WOODIN ST,WOODIN ST,,PINE ROCK AVE,20,Feet,E,1,Clear,4,Dark-Lighted,1,Dry,5500,"Trafficway, On Road",1/24/19 17:40
2079,512669,1,41.43848,-72.909683,3031122,1/24/19,17:52:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,12.73,10,CT-10,10-N,RIVER RD NO 2,,,,,4,Rain,4,Dark-Lighted,2,Wet,17500,"Trafficway, On Road",1/24/19 17:52
5358,506777,1,41.336219,-72.911377,3025231,1/24/19,17:54:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.23,707,WHITNEY AV,707-N,,Armory Street,0.25,TenthsofMile,S,1,Clear,4,Dark-Lighted,2,Wet,11200,"Trafficway, On Road",1/24/19 17:54
8396,510769,1,41.39177,-72.922765,3029222,1/24/19,18:10:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,1.15,489,SHEPARD AV,SHEPARD AV,,Sherman Avenue,20,Feet,S,1,Clear,4,Dark-Lighted,1,Dry,1400,"Trafficway, On Road",1/24/19 18:10
6378,506778,1,41.402669,-72.899712,3025232,1/25/19,8:36:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.16,140,DICKERMAN ST,DICKERMAN ST,,Villa Rd,10,Feet,E,1,Clear,1,Daylight,5,Ice / Frost,,Non-trafficway,1/25/19 8:36
5359,510282,1,41.334727,-72.911705,3028735,1/25/19,11:29:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.13,707,WHITNEY AV,707-N,,ARMORY ST,665,Feet,S,1,Clear,1,Daylight,1,Dry,11200,"Trafficway, On Road",1/25/19 11:29
894,506888,1,41.409411,-72.900461,3025342,1/25/19,13:26:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,10.68,10,CT-10,10-N,,EVERGREEN AVE,100,Feet,S,1,Clear,1,Daylight,1,Dry,25200,"Trafficway, On Road",1/25/19 13:26
1259,510283,1,41.371207,-72.918054,3028736,1/25/19,13:46:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,State,7.46,10,CT-10,10-N,,Skiff St,1,TenthsofMile,S,1,Clear,1,Daylight,1,Dry,23600,"Trafficway, On Road",1/25/19 13:46
2391,506889,1,41.392735,-72.897298,3025343,1/25/19,14:04:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,9.49,10,CT-10,10-N,FOREST ST,,,,,1,Clear,1,Daylight,1,Dry,14700,"Trafficway, On Road",1/25/19 14:04
4937,506779,1,41.383297,-72.901919,3025233,1/25/19,15:19:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,3.61,707,WHITNEY AV,707-N,,10-N,20,Feet,S,1,Clear,1,Daylight,1,Dry,16800,"Trafficway, On Road",1/25/19 15:19
2475,507562,1,41.338505,-72.935235,3026015,1/25/19,19:03:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,5,10,CT-10,10-N,MORSE ST,,,,,1,Clear,1,Daylight,1,Dry,12400,"Trafficway, On Road",1/25/19 19:03
3994,525745,1,41.38111251,-72.90034105,3044192,1/26/19,8:32:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.84,15,15-S,15-S,,Exit 62,5,TenthsofMile,S,1,Clear,1,Daylight,1,Dry,67600,"Trafficway, On Road",1/26/19 8:32
5121,512180,1,41.346026,-72.912621,3030633,1/26/19,8:56:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.94,707,WHITNEY AV,707-N,LAKE RD,,,,,1,Clear,1,Daylight,1,Dry,13500,"Trafficway, On Road",1/26/19 8:56
2077,506780,1,41.442585,-72.910749,3025234,1/26/19,9:30:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,13.03,10,CT-10,10-N,BROOKSVALE AV,,,,,1,Clear,1,Daylight,1,Dry,17500,"Trafficway, On Road",1/26/19 9:30
8826,507563,1,41.401515,-72.89554,3026016,1/26/19,9:56:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.31,498,SOUTH NEW RD,SOUTH NEW RD,,IVES STREET,700,TenthsofMile,S,1,Clear,1,Daylight,1,Dry,,"Trafficway, On Road",1/26/19 9:56
3500,526600,1,41.380539,-72.900766,3045046,1/26/19,11:20:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.22,15,15-N,15-N-125,,Route 15,50,Feet,N,1,Clear,1,Daylight,1,Dry,2300,"Trafficway, On Road",1/26/19 11:20
5953,506781,1,41.337081,-72.937909,3025235,1/26/19,12:55:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.1,52,BOWEN ST,BOWEN ST,EASTON ST,,,,,1,Clear,1,Daylight,1,Dry,5000,"Trafficway, On Road",1/26/19 12:55
4033,508595,1,41.378134,-72.905316,3027048,1/26/19,15:54:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.46,15,15-S,15-S,,ROUTE 15,15,Feet,W,1,Clear,1,Daylight,1,Dry,66400,"Trafficway, On Road",1/26/19 15:54
8024,506782,1,41.343701,-72.926354,3025236,1/26/19,17:44:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.74,439,PUTNAM AV,PUTNAM AV,LEEDER HILL DR,,,,,1,Clear,4,Dark-Lighted,1,Dry,10200,"Trafficway, On Road",1/26/19 17:44
2078,506783,1,41.437044,-72.908927,3025237,1/26/19,18:31:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,12.62,10,CT-10,10-N,SHEPARD AV,,,,,1,Clear,4,Dark-Lighted,1,Dry,17500,"Trafficway, On Road",1/26/19 18:31
8025,510284,1,41.344877,-72.919486,3028737,1/27/19,2:32:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.38,439,PUTNAM AV,PUTNAM AV,,Francis Ave.,50,Feet,W,1,Clear,4,Dark-Lighted,1,Dry,10200,"Trafficway, On Road",1/27/19 2:32
1257,506784,1,41.369415,-72.919149,3025238,1/27/19,18:29:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),1,State,7.32,10,CT-10,10-N,,Hamden Plaza Entrance,30,Feet,S,1,Clear,4,Dark-Lighted,1,Dry,23600,"Trafficway, Not on Road",1/27/19 18:29
4247,512055,1,41.378052,-72.90536,3030508,1/28/19,7:26:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,0.19,15,15-S,15-S-122,15-S,,,,,1,Clear,1,Daylight,1,Dry,9500,"Trafficway, On Road",1/28/19 7:26
3279,512274,1,41.379124,-72.903295,3030727,1/28/19,10:48:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),3,State,51.61,15,15-N,15-N,,Exit 61,1,TenthsofMile,S,1,Clear,1,Daylight,1,Dry,68000,"Trafficway, On Road",1/28/19 10:48
8630,510566,1,41.374734,-72.916257,3029019,1/28/19,16:25:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.54,494,SKIFF ST,SKIFF ST,,Dixwell Avenue ,20,Feet,W,1,Clear,1,Daylight,1,Dry,24500,"Trafficway, On Road",1/28/19 16:25
515,510090,1,41.357045,-72.927324,3028543,1/28/19,17:44:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,6.37,10,CT-10,10-N,,BENHAM STREET,1,TenthsofMile,N,1,Clear,4,Dark-Lighted,1,Dry,27400,"Trafficway, On Road",1/28/19 17:44
3318,512276,1,41.380882,-72.900444,3030729,1/29/19,15:49:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.78,15,15-N,15-N,,EXIT 61,100,Feet,N,2,Cloudy,1,Daylight,1,Dry,66000,"Trafficway, On Road",1/29/19 15:49
3876,512277,1,41.37804,-72.905342,3030730,1/29/19,17:06:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.45,15,15-S,15-S,,WHITNEY AVE,985,Feet,W,4,Rain,5,Dark-Not Lighted,2,Wet,71500,"Trafficway, On Road",1/29/19 17:06
2392,507887,1,41.395748,-72.896859,3026340,1/29/19,17:20:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,9.71,10,CT-10,10-N,BRIARCLIFF RD,,,,,4,Rain,5,Dark-Not Lighted,2,Wet,14700,"Trafficway, On Road",1/29/19 17:20
9246,507888,1,41.345507,-72.937361,3026341,1/29/19,17:38:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,1.54,598,WOODIN ST,WOODIN ST,WARREN ST,,,,,4,Rain,4,Dark-Lighted,2,Wet,5500,"Trafficway, On Road",1/29/19 17:38
2251,512670,1,41.39076,-72.898554,3031123,1/30/19,6:32:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,9.34,10,CT-10,10-N,,Farrell Street,50,Feet,S,1,Clear,1,Daylight,1,Dry,16800,"Trafficway, On Road",1/30/19 6:32
2208,510567,1,41.383433,-72.902366,3029020,1/30/19,12:00:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),3,State,8.78,10,CT-10,10-N,,WHITNEY AVE,100,Feet,W,1,Clear,1,Daylight,1,Dry,16900,"Trafficway, On Road",1/30/19 12:00
6118,510091,1,41.357182,-72.936969,3028544,1/30/19,12:16:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),3,Local,0.63,99,CIRCULAR AV,CIRCULAR AV,,,,,,1,Clear,1,Daylight,1,Dry,7200,"Trafficway, On Road",1/30/19 12:16
7762,510286,1,41.383688,-72.904877,3028739,1/30/19,17:30:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.04,143,OLD DIXWELL AV,OLD DIXWELL AV,,DIXWELL AVE,30,Feet,N,7,Snow,4,Dark-Lighted,3,Snow,,"Trafficway, On Road",1/30/19 17:30
4036,512281,1,41.378404,-72.904694,3030734,1/31/19,8:09:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,51.51,15,15-S,15-S,,EXIT 61,100,Feet,S,1,Clear,1,Daylight,1,Dry,66400,"Trafficway, On Road",1/31/19 8:09
33,511778,1,41.363946,-72.922985,3030231,1/31/19,9:43:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),3,State,6.9,10,CT-10,10-N,,WHEELER ST,50,Feet,N,1,Clear,1,Daylight,1,Dry,41000,"Trafficway, On Road",1/31/19 9:43
4938,510770,1,41.382813,-72.902096,3029223,1/31/19,12:31:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,3.58,707,WHITNEY AV,707-N,,10-N,200,Feet,S,1,Clear,1,Daylight,1,Dry,16800,"Trafficway, On Road",1/31/19 12:31
6423,512181,1,41.335768,-72.935173,3030634,1/31/19,14:18:00,O,Property Damage Only,O,No Apparent Injury (O),2,Local,0.02,142,DIXWELL AV,DIXWELL AV NO 1,GOODRICH ST,,,,,1,Clear,1,Daylight,1,Dry,15600,"Trafficway, On Road",1/31/19 14:18
7623,510771,1,41.423124,-72.889549,3029224,1/31/19,19:26:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.29,375,MOUNT CARMEL AV,MOUNT CARMEL AV,,HOGAN RD,1,TenthsofMile,E,1,Clear,5,Dark-Not Lighted,1,Dry,2100,"Trafficway, On Road",1/31/19 19:26
1270,532204,1,41.369154,-72.919269,3050648,2/1/19,17:41:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,7.3,10,CT-10,10-N,,Skiff Street,2,TenthsofMile,S,1,Clear,3,Dusk,1,Dry,23600,"Trafficway, On Road",2/1/19 17:41
4035,511491,1,41.378138,-72.905316,3029944,2/1/19,18:03:00,A,"Injury of any type (Serious, Minor, Possible)",B,Suspected Minor Injury (B),2,State,51.46,15,15-S,15-S,,ROUTE 15,10,Feet,W,1,Clear,5,Dark-Not Lighted,1,Dry,66400,"Trafficway, On Road",2/1/19 18:03
34,513950,1,41.364368,-72.922919,3032401,2/1/19,18:59:00,O,Property Damage Only,O,No Apparent Injury (O),2,State,6.93,10,CT-10,10-N,WEYBOSSET ST,,,,,1,Clear,4,Dark-Lighted,1,Dry,41000,"Trafficway, On Road",2/1/19 18:59
6369,511513,1,41.339512,-72.919219,3029966,2/2/19,0:01:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.43,132,DEEPWOOD DR,DEEPWOOD DR,,WHITNEY AV,2280,Feet,W,1,Clear,5,Dark-Not Lighted,1,Dry,,Unknown,2/2/19 0:01
5725,511514,1,41.341805,-72.925824,3029967,2/2/19,3:24:00,O,Property Damage Only,O,No Apparent Injury (O),1,Local,0.73,21,AUGUR ST,AUGUR ST,NEWHALL ST,,,,,1,Clear,4,Dark-Lighted,8,"Mud, Dirt, Gravel",,"Trafficway, On Road",2/2/19 3:24
4809,511515,1,41.342062,-72.895441,3029968,2/2/19,11:07:00,O,Property Damage Only,O,No Apparent Injury (O),2,USRoute,2.08,5,US-5,5-N,,LONDON DR,185,Feet,N,1,Clear,1,Daylight,1,Dry,9400,"Trafficway, On Road",2/2/19 11:07
2463,512749,1,41.37451,-72.915662,3031202,2/2/19,11:50:00,A,"Injury of any type (Serious, Minor, Possible)",C,Possible Injury (C),2,Local,0,144,CT-10,DIXWELL AV NO 2 RT 10 NB,SKIFF ST,,,,,1,Clear,1,Daylight,1,Dry,12600,"Trafficway, On Road",2/2/19 11:50
